 ,name,title,lead_source,industry,employees,country,converted
2646,Mr. Charles Cohen Jr.,Owner,In-Person Event,Software & Services,2505,LV,false
2647,Ricardo Rodriguez,Growth Marketing Manager,In-Person Event,Technology Hardware & Equipment,11805,DK,true
2648,Cheryl Brewer,Data Scientist,Sign-up,Consumer Staples,9455,IT,false
2649,Richard Valenzuela,Owner,Sign-up,Commercial & Professional Services,11780,GA,false
2650,Dana Harris,Foudner,In-Person Event,Consumer Staples,12305,SN,false
2651,Kaitlyn Conner,CFO,Sign-up,Commercial & Professional Services,5830,SM,false
2652,Aaron Lutz,Data Engineer,In-Person Event,Software & Services,8305,MA,false
2653,Monica Chavez,CEO,Sign-up,Consumer Staples,10080,LA,false
2654,Cindy Hayes,CEO,Demo Requested,Technology Hardware & Equipment,1155,PE,true
2655,Adriana Jackson,Foudner,Demo Requested,Commercial & Professional Services,1730,MA,true
2656,Valerie Lopez,Foudner,Sign-up,Consumer Staples,9155,UY,false
2657,Timothy Johns,VP Engineering,In-Person Event,Consumer Staples,10405,SV,false
2658,Allen Clark,VP Engineering,Webinar,Software & Services,5980,EE,false
2659,John King,Product Manager,Sign-up,Commercial & Professional Services,655,LA,true
2660,Crystal Norman,VP Data,Sign-up,Software & Services,2130,LR,false
2661,Cindy Carter,Solutions Architect,Sign-up,Consumer Staples,8230,NG,false
2662,Kimberly Fox,VP Marketing,Sign-up,Commercial & Professional Services,6505,DJ,false
2663,Michael Flores,Solutions Architect,Sign-up,Consumer Staples,6630,CY,false
2664,Keith Russell,Software Engineer,Sign-up,Commercial & Professional Services,1530,MA,false
2665,Derrick Myers,Data Analyst,Sign-up,Commercial & Professional Services,11880,MN,false
2666,David Reed,VP Data,Sign-up,Commercial & Professional Services,7530,DJ,false
2667,Brandi Fuentes,Analytics Manager,In-Person Event,Software & Services,14155,HT,false
2668,Corey Parker,Account Executive,Webinar,Commercial & Professional Services,14955,EE,false
2669,Jennifer Guzman,Solutions Architect,Sign-up,Consumer Durables & Apparel,6805,ER,false
2670,Pam Schultz,Growth Marketing Manager,Sign-up,Commercial & Professional Services,1830,PG,true
2671,Stephen Mendoza,CFO,In-Person Event,Commercial & Professional Services,4955,PE,false
2672,Jennifer Carpenter,Solutions Architect,Webinar,Commercial & Professional Services,5080,GE,false
2673,Christine Patton,Analytics Manager,Sign-up,Commercial & Professional Services,2880,OM,true
2674,Matthew Rivera,Product Manager,Webinar,Commercial & Professional Services,5680,TM,false
2675,Gregory Webb,Analytics Manager,Sign-up,Technology Hardware & Equipment,14080,LR,false
2676,Andrew Gutierrez,Product Manager,Sign-up,Consumer Staples,12630,EG,false
2677,Thomas Todd,Data Analyst,In-Person Event,Commercial & Professional Services,1205,KG,true
2678,Hunter Perkins,Software Engineer,In-Person Event,Consumer Staples,11580,MY,false
2679,Julian Shelton,CEO,Demo Requested,Commercial & Professional Services,5255,TZ,true
2680,Diane Jordan,VP Marketing,In-Person Event,Software & Services,13980,NZ,false
2681,Emily Rodriguez,Owner,In-Person Event,Technology Hardware & Equipment,555,DO,false
2682,Richard Schultz,Data Analyst,Demo Requested,Technology Hardware & Equipment,4380,UG,false
2683,Kristin Kelly,Owner,In-Person Event,Consumer Durables & Apparel,6080,VN,false
2684,Lisa Miller,Growth Marketing Manager,Demo Requested,Commercial & Professional Services,4005,MG,true
2685,Lori Hughes,CEO,Sign-up,Commercial & Professional Services,3930,MR,false
2686,Brianna Contreras,Growth Marketing Manager,Sign-up,Technology Hardware & Equipment,5780,LU,false
2687,Ashley Sellers,Growth Marketing Manager,Sign-up,Software & Services,12905,TG,false
2688,Jessica Reyes,CFO,In-Person Event,Commercial & Professional Services,4155,KE,false
2689,Dawn Owens,Account Executive,Sign-up,Technology Hardware & Equipment,680,LY,false
2690,Madeline Vargas,Product Manager,Sign-up,Technology Hardware & Equipment,6880,GB,true
2691,Rachel Lutz,VP Marketing,In-Person Event,Consumer Staples,10055,KW,false
2692,Ronald Meyer,Growth Marketing Manager,Sign-up,Commercial & Professional Services,12705,MZ,false
2693,Rebecca Carlson,Owner,Sign-up,Commercial & Professional Services,380,MV,false
2694,Allison Barry,Data Engineer,Demo Requested,Consumer Durables & Apparel,8755,VU,false
2695,Eric Stevens,Data Engineer,In-Person Event,Commercial & Professional Services,9530,HT,false
2696,Michael Burton,Analytics Manager,Sign-up,Commercial & Professional Services,13005,ZM,false
2697,Margaret Baker,Software Engineer,In-Person Event,Technology Hardware & Equipment,10880,CL,true
2698,Jennifer Thomas,CEO,Demo Requested,Technology Hardware & Equipment,6880,KW,false
2699,Juan Hardy,Data Analyst,Sign-up,Consumer Staples,8480,MH,false
2700,Felicia Hernandez,Software Engineer,Sign-up,Consumer Staples,7655,GW,true
2701,Michael Atkinson,VP Data,Webinar,Software & Services,3580,IL,false
2702,William Woods,Analytics Manager,In-Person Event,Commercial & Professional Services,2380,SC,true
2703,Carlos Smith,Analytics Engineer,In-Person Event,Software & Services,2805,UA,false
2704,Randy Turner,VP Data,Sign-up,Software & Services,9780,TR,false
2705,Joan Watson,CEO,Demo Requested,Consumer Durables & Apparel,11005,MH,false
2706,Taylor Marshall,CEO,Sign-up,Consumer Staples,7405,NR,false
2707,Samuel Wright,VP Engineering,In-Person Event,Commercial & Professional Services,13480,SM,false
2708,Joshua Phillips,Analytics Engineer,Demo Requested,Consumer Staples,12230,CR,false
2709,Michael Turner,Analytics Manager,Sign-up,Commercial & Professional Services,14955,DO,false
2710,Michael Russell,Analytics Engineer,In-Person Event,Commercial & Professional Services,14980,MX,false
2711,Deanna David,Owner,Sign-up,Commercial & Professional Services,4680,MH,false
2712,Gary Carter,CEO,In-Person Event,Consumer Durables & Apparel,11430,EC,false
2713,Kimberly Bryant,CEO,Demo Requested,Commercial & Professional Services,4330,DK,true
2714,Emily Freeman,CEO,Demo Requested,Consumer Staples,10680,MX,false
2715,Samantha Carrillo,Account Executive,Sign-up,Commercial & Professional Services,8755,BF,false
2716,Andrew Foley,Data Engineer,Sign-up,Commercial & Professional Services,1005,AM,true
2717,Patrick Zavala,Data Engineer,Demo Requested,Commercial & Professional Services,5130,SO,false
2718,Dalton Adams,VP Marketing,Sign-up,Consumer Durables & Apparel,5680,MU,false
2719,Jessica Webster,Solutions Architect,Webinar,Commercial & Professional Services,12430,KM,false
2720,Christopher Singh,Account Executive,In-Person Event,Commercial & Professional Services,11155,CO,false
2721,Travis Hartman,Owner,Sign-up,Software & Services,5830,PL,false
2722,Eric James,Account Executive,Demo Requested,Technology Hardware & Equipment,2830,GA,true
2723,Sophia Williams,Analytics Manager,Sign-up,Commercial & Professional Services,11130,KG,false
2724,Jennifer Hunt,Owner,Sign-up,Technology Hardware & Equipment,2980,AE,true
2725,Justin Harvey,Foudner,Demo Requested,Software & Services,10755,GB,false
2726,Michael Lynn,Analytics Manager,Demo Requested,Commercial & Professional Services,1155,IT,true
2727,Matthew Nelson,Analytics Engineer,Sign-up,Software & Services,505,BT,false
2728,John Romero,CFO,Sign-up,Consumer Staples,1055,DO,false
2729,Kathryn Moore,Analytics Manager,Sign-up,Software & Services,5605,IQ,true
2730,Ashley Bowers,VP Engineering,In-Person Event,Software & Services,11480,TN,false
2731,Daniel Boone,Data Scientist,In-Person Event,Commercial & Professional Services,5755,MT,false
2732,Jacob Bartlett,Growth Marketing Manager,Sign-up,Software & Services,5055,SI,false
2733,Roy Buck,Solutions Architect,Webinar,Commercial & Professional Services,8680,GT,false
2734,Emily Herrera,VP Data,In-Person Event,Commercial & Professional Services,2330,MX,false
2735,Amber Miller,Solutions Architect,In-Person Event,Commercial & Professional Services,5630,QA,false
2736,Jose Smith,Data Scientist,Sign-up,Consumer Staples,10505,LK,false
2737,Gregory Anderson,VP Engineering,Sign-up,Commercial & Professional Services,1305,MY,false
2738,Mary Brown,Owner,In-Person Event,Commercial & Professional Services,10605,PT,false
2739,Cory Montes,Foudner,Demo Requested,Technology Hardware & Equipment,1705,MN,true
2740,Ronald Franklin,Owner,In-Person Event,Consumer Staples,14605,AU,false
2741,David Casey,CEO,Demo Requested,Commercial & Professional Services,13230,KP,false
2742,Christina Montes,Foudner,Sign-up,Consumer Durables & Apparel,9305,NG,false
2743,Nicole Barnes,Growth Marketing Manager,Sign-up,Commercial & Professional Services,6830,NO,false
2744,Jorge Keller,VP Data,Demo Requested,Consumer Staples,555,,false
2745,Timothy Sherman,Software Engineer,Sign-up,Commercial & Professional Services,10505,PY,false
2746,Sydney Stone,Solutions Architect,In-Person Event,Software & Services,12980,NR,false
2747,Brittany Gonzales,Growth Marketing Manager,Sign-up,Consumer Staples,14655,NI,false
2748,Francisco Robinson,VP Engineering,Demo Requested,Technology Hardware & Equipment,12880,TW,false
2749,Katherine Fuller,Analytics Engineer,In-Person Event,Technology Hardware & Equipment,7730,TO,true
2750,Andrew Lee,Growth Marketing Manager,Sign-up,Technology Hardware & Equipment,10805,ME,false
2751,Martin Fernandez,VP Marketing,Sign-up,Commercial & Professional Services,4780,BH,false
2752,Amanda Trujillo,Solutions Architect,Sign-up,Consumer Durables & Apparel,14855,TT,false
2753,Nicholas Barrett,Data Engineer,Demo Requested,Software & Services,13730,DJ,false
2754,Stacy Hill,CFO,In-Person Event,Commercial & Professional Services,2305,PK,false
2755,Lauren Bishop,Data Scientist,Demo Requested,Commercial & Professional Services,7455,DJ,false
2756,Jonathan Edwards,Product Manager,Webinar,Commercial & Professional Services,6080,LR,true
2757,Vanessa Scott,Solutions Architect,Sign-up,Commercial & Professional Services,14480,VA,false
2758,Brian Moreno,CEO,Sign-up,Commercial & Professional Services,13780,OM,false
2759,Tara Daniels MD,VP Engineering,Sign-up,Consumer Durables & Apparel,5930,TJ,false
2760,Christy Mendoza,Product Manager,In-Person Event,Consumer Staples,1930,PT,false
2761,Alexander Hester,Solutions Architect,Sign-up,Commercial & Professional Services,6930,HR,false
2762,Dale Martinez,VP Engineering,Demo Requested,Consumer Staples,1330,CA,false
2763,Nicole Maxwell MD,Software Engineer,Webinar,Consumer Staples,2380,LS,false
2764,Joseph Miller,Data Analyst,Sign-up,Consumer Durables & Apparel,3980,NG,true
2765,Keith Dean,CFO,Sign-up,Consumer Staples,805,SI,false
2766,Lisa Young,VP Marketing,Sign-up,Commercial & Professional Services,4230,US,false
2767,Nicholas Frey,Data Scientist,In-Person Event,Technology Hardware & Equipment,8355,GB,true
2768,Eric Bowen,Software Engineer,Demo Requested,Consumer Staples,8680,TM,true
2769,Arthur Welch,Data Engineer,Sign-up,Software & Services,10830,UA,false
2770,Claire Brown,Foudner,In-Person Event,Commercial & Professional Services,12080,,false
2771,Lisa Mcconnell,Software Engineer,In-Person Event,Commercial & Professional Services,3055,PH,true
2772,Karen Page,Account Executive,Sign-up,Consumer Durables & Apparel,6755,IT,false
2773,Tim Lynch,CEO,Demo Requested,Commercial & Professional Services,13355,KZ,false
2774,Mrs. Julia Wilson PhD,CEO,Sign-up,Consumer Staples,3655,KG,false
2775,Andrew Peterson,Solutions Architect,Demo Requested,Consumer Durables & Apparel,3980,GR,false
2776,Alicia Baker,Analytics Manager,Demo Requested,Software & Services,1505,HU,true
2777,Jerry Brown,Software Engineer,Webinar,Commercial & Professional Services,9605,LB,false
2778,Christopher Davis,Growth Marketing Manager,Sign-up,Commercial & Professional Services,10880,IE,false
2779,Jake Cuevas,VP Marketing,In-Person Event,Consumer Staples,7130,GD,false
2780,Samantha Hernandez,Analytics Manager,In-Person Event,Technology Hardware & Equipment,13980,CY,false
2781,Trevor Hernandez,VP Data,Sign-up,Commercial & Professional Services,10230,NG,false
2782,Donna Williams,Account Executive,Sign-up,Software & Services,11855,UY,false
2783,Sabrina Jefferson,Data Engineer,Sign-up,Software & Services,14505,RU,false
2784,Richard Carter,CEO,Sign-up,Commercial & Professional Services,6555,ER,false
2785,Jamie Berry,Account Executive,Demo Requested,Commercial & Professional Services,9830,NI,false
2786,Rebecca Lyons,Account Executive,Sign-up,Technology Hardware & Equipment,9655,VA,false
2787,Kimberly Williams,Software Engineer,Demo Requested,Consumer Staples,14030,HU,false
2788,Jonathan Foster,Foudner,Demo Requested,Software & Services,12680,PG,false
2789,Antonio Steele,Solutions Architect,Sign-up,Commercial & Professional Services,13430,EC,false
2790,Katie Howell,Product Manager,Sign-up,Commercial & Professional Services,13505,CH,false
2791,Benjamin Hall,Software Engineer,Sign-up,Commercial & Professional Services,1705,JP,false
2792,Timothy Reeves,VP Marketing,Webinar,Commercial & Professional Services,1705,KP,true
2793,Dale Walter,Data Scientist,In-Person Event,Software & Services,5555,KG,false
2794,Daniel Winters,VP Data,Sign-up,Consumer Durables & Apparel,13905,PW,false
2795,Sheila Schultz,Analytics Engineer,In-Person Event,Commercial & Professional Services,4080,CH,false
2796,Wesley Phillips,Solutions Architect,Sign-up,Consumer Durables & Apparel,3855,BG,true
2797,Christopher Mcdaniel,Solutions Architect,Demo Requested,Software & Services,10905,NP,false
2798,Steve Allen,Analytics Manager,Demo Requested,Consumer Staples,3205,TN,false
2799,Mr. Derek Clark II,Growth Marketing Manager,Demo Requested,Technology Hardware & Equipment,10280,SN,false
2800,Sabrina Bishop,Owner,Sign-up,Consumer Durables & Apparel,11480,VE,false
2801,Mark Kim,Analytics Engineer,Webinar,Commercial & Professional Services,7430,AF,false
2802,Brian Mitchell,Analytics Manager,Sign-up,Commercial & Professional Services,5755,BN,false
2803,Douglas Wells,Foudner,Sign-up,Commercial & Professional Services,12530,SA,false
2804,Alicia Cortez,Owner,Sign-up,Software & Services,14730,HR,false
2805,Karen Clark,Data Engineer,Demo Requested,Software & Services,4955,GE,false
2806,Corey Rodriguez,Data Scientist,In-Person Event,Commercial & Professional Services,11480,JO,false
2807,Summer Fowler,Account Executive,Sign-up,Consumer Staples,13680,NI,false
2808,James Patterson,Data Engineer,Webinar,Technology Hardware & Equipment,12030,NG,false
2809,Emily Baker,VP Data,Demo Requested,Consumer Durables & Apparel,14255,MK,false
2810,Justin Craig,CEO,In-Person Event,Software & Services,2005,IQ,true
2811,Steve Lamb,Data Engineer,Demo Requested,Commercial & Professional Services,30,LY,false
2812,Jennifer Thompson,Data Analyst,Sign-up,Technology Hardware & Equipment,6655,IR,false
2813,Jesse Wang,Product Manager,Demo Requested,Commercial & Professional Services,10180,BE,false
2814,Rebecca Brown,Data Scientist,Sign-up,Commercial & Professional Services,305,VC,false
2815,Andrew Cherry,Analytics Manager,Webinar,Consumer Durables & Apparel,6355,UY,false
2816,Brianna Thomas,Data Engineer,In-Person Event,Commercial & Professional Services,5355,TZ,false
2817,Melissa Walsh,Growth Marketing Manager,Sign-up,Commercial & Professional Services,13930,TG,false
2818,Stephanie Johnson,Solutions Architect,Demo Requested,Software & Services,305,CZ,false
2819,Melissa Moore,Data Engineer,Webinar,Commercial & Professional Services,11180,KN,false
2820,Jessica Williams,Analytics Engineer,In-Person Event,Commercial & Professional Services,1405,ET,true
2821,Alec West,Solutions Architect,Demo Requested,Software & Services,1355,NR,true
2822,Claudia Santos,Growth Marketing Manager,Demo Requested,Commercial & Professional Services,3005,US,true
2823,Victoria Hamilton,Data Scientist,In-Person Event,Commercial & Professional Services,5105,KZ,false
2824,Brianna Avery,Data Analyst,Sign-up,Software & Services,14155,LU,false
2825,Steven Monroe,Product Manager,Sign-up,Commercial & Professional Services,10305,AU,false
2826,Samuel Barber,CEO,Sign-up,Commercial & Professional Services,12030,GD,false
2827,David Moore,Analytics Manager,Sign-up,Consumer Staples,1455,SN,false
2828,Guy Ross,CFO,Sign-up,Consumer Staples,7405,MW,false
2829,Eric Reeves,Product Manager,Demo Requested,Software & Services,12430,MW,true
2830,Molly Warren,Foudner,Webinar,Commercial & Professional Services,330,CU,true
2831,Veronica Hobbs,Solutions Architect,Sign-up,Software & Services,14205,PE,false
2832,Richard Whitaker,Growth Marketing Manager,Sign-up,Technology Hardware & Equipment,10055,GW,false
2833,Megan Hughes,Solutions Architect,Sign-up,Commercial & Professional Services,13580,BA,false
2834,David Cunningham,Solutions Architect,Demo Requested,Software & Services,280,GM,true
2835,Rachael Robles,Growth Marketing Manager,In-Person Event,Commercial & Professional Services,730,CV,true
2836,Jose Duran,CEO,Demo Requested,Consumer Staples,11780,TW,false
